"category","headline","authors","link","short_description","date"
"WELLNESS","A Torn Valentine","Carol Smaldino, Contributor\nPsychotherapist","https://www.huffingtonpost.com/entry/valentines-day_us_5b9b5097e4b03a1dcc769174","I have to wonder if it wouldn't be more cozy in general if we could admit our torn feelings about this chocolate, heart-filled and too often twisted holiday, and feel a sense of belonging on the day just because we are -- just the way we are.","2012-02-13"
"WELLNESS","Love Thy Self, Inside and Out","Ruth Zukerman, Contributor\nCo-Founder, Flywheel Sports","https://www.huffingtonpost.com/entry/love-self_us_5b9b506de4b03a1dcc76913b","As Valentine's Day approaches, many of us are looking for love, or maybe an improvement in an existing loving relationship.  But if you can't love yourself, then who can you love?","2012-02-13"
"STYLE & BEAUTY","Fashion Week for Suburban Dads","Dan Zevin, Contributor\nAuthor, 'Dan Gets a Minivan: Life at the Intersection of Dude ...","https://www.huffingtonpost.com/entry/fashion-week-for-suburban_us_5b9b50a1e4b03a1dcc7691f4","Speaking as a guy who owns 28 pairs of cargo pants (that's a grand total of 168 pockets), I can't say enough about how much simpler life became once I started wearing a filing system on my legs.","2012-02-13"
"STYLE & BEAUTY","Grammys 2012 Best-Dressed: 12 Stars Who Gave Good Style (PHOTOS)","Christina Anderson","https://www.huffingtonpost.com/entry/grammys-2012-best-dressed_us_5b9b505de4b03a1dcc769087","The Grammys are here, and they couldn't come soon enough for us at Stylelist. Not because we're nearing the end of awards","2012-02-13"
"TRAVEL","Roman Snow Day (PHOTOS)","Erica Firpo, Contributor\nTravel Journalist based in Rome, Italy","https://www.huffingtonpost.com/entry/snow-day-rome_us_5b9b5054e4b03a1dcc76906a","It is a rare treat when snow flurries powder the Eternal City, normally known for picture perfect panoramas of palm trees and glowing hot sunsets.","2012-02-13"
"HOME & LIVING","WATCH: From Tree to Table, a Brooklyn Designer in His Studio","Chauncey Zalkin, Contributor\nWriter, What Women Make","https://www.huffingtonpost.com/entry/watch-from-tree-to-table_us_5b9b509ae4b03a1dcc7691dd","Daniel Moyer is a great example of a contemporary, high caliber design creative who employs wood furniture craftsmanship techniques of the highest order.","2012-02-13"
"HOME & LIVING","DIY Valentines Day Gift Idea: Prize Ball Valentine","Diana N. Nguyen","https://www.huffingtonpost.com/entry/valentines-day-gift-diy_us_5b9b5290e4b03a1dcc769e2c","Turn convention on its head with this unique Valentine's Day gift idea that puts a whole bunch of trinkets in one compact","2012-02-13"
"PARENTING","The M.D.: What Science Says About Working Moms, And What The Heart Says","","https://www.huffingtonpost.comhttp://www.latimes.com/health/la-he-the-md-working-mom-20120213,0,2356974.story","If you ask my 10-year-old son, he'd tell you that I'm not a ""real doctor."" His point of reference is my husband, David, a","2012-02-13"
"WELLNESS","Cheat Days Explained","","https://www.huffingtonpost.comhttp://www.greatist.com/health/cheat-days-explained/","Diet six days a week, and on the seventh eat absolutely anything. What's not to love about that? Apparently, a lot. The idea","2012-02-13"
"STYLE & BEAUTY","French Elle Dubs Plus Size Model Tara Lynn 'The Body' On February Cover (PHOTO, VIDEO)","Jessica Misener","https://www.huffingtonpost.com/entry/tara-lynn-elle-france_us_5b9b528ce4b03a1dcc769d8d","Scroll down for video. Watch out, Elle ""The Body"" Macpherson: Elle France has given your famous nickname to another gorgeous","2012-02-13"
"HOME & LIVING","Clothes Washer and Dryer Tune-up","Eric Stromer, Contributor\nHost, Over Your Head","https://www.huffingtonpost.com/entry/clothes-washer-and-dryer_us_5b9b528de4b03a1dcc769d9b","All it takes is a few small steps to make your machines work better, last longer and use less energy. Get them here.","2012-02-13"
"HOME & LIVING","Rodent Proof Your House","Eric Stromer, Contributor\nHost, Over Your Head","https://www.huffingtonpost.com/entry/rodent-proof-your-house_us_5b9b528de4b03a1dcc769db2","Rodents can be a real nuisance once they find a way into your home. Learn how you can stop them from getting in at all.","2012-02-13"
"HOME & LIVING","Smart Light Switch","Eric Stromer, Contributor\nHost, Over Your Head","https://www.huffingtonpost.com/entry/smart-light-switch_us_5b9b528de4b03a1dcc769dc0","Learn about the different types of smart light switches that are on the market and everything you need to know to install","2012-02-13"
"PARENTING","Bobbi Kristina, Whitney Houston's Daughter's Grief: How To Help Teenagers After A Parent Dies","Susan Stiffelman","https://www.huffingtonpost.com/entry/bobbi-kristina-whitney-houston-grief_us_5b9b528de4b03a1dcc769dd0","Acceptance: down the road, with proper care and support, there is great sorrow at the loss, but a sense of having come to","2012-02-13"
"HOME & LIVING","Disaster Prevention","Eric Stromer, Contributor\nHost, Over Your Head","https://www.huffingtonpost.com/entry/disaster-prevention_us_5b9b5291e4b03a1dcc769e46","When you go out of town you want to be assured your home is safe and that you won't return to any major disasters. Learn","2012-02-13"
"HOME & LIVING","Reseal Concrete Driveway","Eric Stromer, Contributor\nHost, Over Your Head","https://www.huffingtonpost.com/entry/reseal-concrete-driveway_us_5b9b5292e4b03a1dcc769e53","Did you know that it's just as important to clean and seal your driveway as it is to clean and seal the deck around your","2012-02-13"
"WELLNESS","Overeating Raises Risk Of Mild Cognitive Impairment, Study Shows","Amanda L. Chan","https://www.huffingtonpost.com/entry/overeating-mild-cognitive-impairment-memory-loss_us_5b9b5292e4b03a1dcc769e5e","The recommended daily intake of calories differs by age group, sex and physical activity level, according to WebMD. For example","2012-02-13"
"HOME & LIVING","Regrout Tile","Eric Stromer, Contributor\nHost, Over Your Head","https://www.huffingtonpost.com/entry/regrout-tile_us_5b9b5290e4b03a1dcc769e2f","Eric Stromer shows us how to easily repair and re-grout the tile in a kitchen or bathroom. Learn how to do it in this video","2012-02-13"
"HOME & LIVING","Buying Guide: Find The Best Mattress For Your Sleep Style","Dickson Wong","https://www.huffingtonpost.com/entry/buying-guide-mattress-for-your-sleep-style_us_5b9b4d4fe4b03a1dcc76759b","Side Sleeper. The most common sleeping style, side sleepers require a mattress that doesn't put stress on their shoulders","2012-02-13"
"TRAVEL","Lucky Magazine's Fashion News and Features Director Names The Best Fashion Week Hotels","Oyster.com, Contributor\nThe Hotel Tell-All","https://www.huffingtonpost.com/entry/lucky-magazines-fashion-n_us_5b9b4f6ae4b03a1dcc768a95","""Uptown, I duck into the Royalton. Downtown, the Crosby Street Hotel is my home away from home.""","2012-02-13"
"TRAVEL","Spring Break In Europe? (PHOTOS)","Travelzoo, Contributor\nA global Internet media company and trusted publisher of trave...","https://www.huffingtonpost.com/entry/spring-break-in-europe_us_5b9b4ff4e4b03a1dcc768ded","Although spring break standbys -- Cancun, Jamaica, Havasu, Las Vegas and Florida -- certainly have their appeal, savvy travelers looking for an experience (and a deal or two) should look east to Europe.","2012-02-13"
"WELLNESS","Are Your 'Whole Grains' Truly Whole? Maybe. Maybe Not.","Michael F. Jacobson, Contributor\nExecutive Director, Center for Science in the Public Interest","https://www.huffingtonpost.com/entry/whole-grain-foods_us_5b9b4feae4b03a1dcc768d7e","In preparation for a meeting with officials from the Food and Drug Administration, we at the nonprofit Center for Science in the Public Interest toured the supermarket to find examples of foods that made some kind of attempt to capitalize on the whole grain craze.","2012-02-13"
"DIVORCE","February: Most Active Month for Divorce","Richard Komaiko, Contributor\nCo-founder, AttorneyFee","https://www.huffingtonpost.com/entry/february-most-active-mont_us_5b9b4ff1e4b03a1dcc768de1","The month of February is often associated with romance and valentines, but ironically, it is also the most active month for divorce.","2012-02-13"
"WELLNESS","Give Your Memory a Boost With Meditation","Susan Morales, M.S.W., Contributor\nPsychotherapist and student/practitioner of meditation","https://www.huffingtonpost.com/entry/meditation-memory_us_5b9b5004e4b03a1dcc768f3d","Recently, I noticed that I wasn't having as much trouble accessing my memory. I believe the improvement has to do with meditation.","2012-02-13"
"PARENTING","Five Ways You Can Help Your Child Have a Healthy Heart for Life","Claire McCarthy, M.D., Contributor\nPediatrician at Boston Children's Hospital, Assistant Professo...","https://www.huffingtonpost.com/entry/five-ways-you-can-help-yo_us_5b9b501be4b03a1dcc768f83","February is American Heart Month, which is a really good time to think not just about Valentine's Day, but your child's heart. So here's my advice: think small and manageable.","2012-02-13"
"FOOD & DRINK","GIVEAWAY: Valentine's Staples At IKEA","Kitchen Daily, Kitchen Daily","https://www.huffingtonpost.com/entry/ikea-valentines-giveaway_us_5b9b5237e4b03a1dcc769ad8","We're giving away two $100 gift cards to the home-goods megastore, which -- in case you didn't know -- happens to carry a","2012-02-13"
"WELLNESS","Bobby Kristina: A Child of Addiction (COA)","Dr. Tian Dayton, Contributor\nClinical Psychologist and author","https://www.huffingtonpost.com/entry/bobby-kristina_us_5b9b5237e4b03a1dcc769ae7","Dr. Dayton's book ""The ACOA Trauma Syndrome"" will be coming out in September. But she shares her sadness with so many others","2012-02-13"
"WELLNESS","Did Anil Potti, Former Duke Cancer Researcher, Conduct Research Fraud?","","https://www.huffingtonpost.com/entry/anil-potti-duke-cancer-fraud-university-research_us_5b9b5237e4b03a1dcc769af4","Patients enrolled in trials for these drugs, and were told that they had an 80 percent chance the right drug for them would","2012-02-13"
"FOOD & DRINK","Quick, Easy And Healthy Breakfast Smoothies (PHOTOS)","","https://www.huffingtonpost.com/entry/breakfast-smoothies_us_5b9b522be4b03a1dcc769a06","We all know the saying ""breakfast is the most important meal of the day."" And well, deep down we know it's true, but we still","2012-02-13"
"STYLE & BEAUTY","Adele Covers Vogue March 2012: See The Pics! (PHOTOS)","Jessica Misener","https://www.huffingtonpost.com/entry/adele-vogue-2012-photos_us_5b9b522ce4b03a1dcc769a82","Check them out below, and click over to Vogue to see even more photos of the gorgeous Adele and read her juicy interview","2012-02-13"
"STYLE & BEAUTY","Lana Del Rey Met Gala Appearance Is Actually Happening... With Joseph Altuzarra","Ellie Krupnick","https://www.huffingtonpost.com/entry/lana-del-rey-met-gala_us_5b9b5225e4b03a1dcc7699d0","Despite her absence at Sunday night's Grammys and at New York Fashion Week, del Rey is still high on fashion's radar. Thanks","2012-02-13"
"STYLE & BEAUTY","Miley Cyrus' Sleek New Bob (PHOTO, POLL)","Dana Oliver","https://www.huffingtonpost.com/entry/miley-cyrus-haircut_us_5b9b5226e4b03a1dcc7699e9","Another day. Another Disney starlet with a new hairdo. While I'm getting a total Jennifer Aniston vibe with this blunt bob","2012-02-13"
"PARENTING","Fertility Clinic Destroys Sperm Frozen By Shane Breen, Irish Cancer Survivor","","https://www.huffingtonpost.com/entry/sperm-sample-shane-breen-irish-man_us_5b9b5234e4b03a1dcc769abd","The Food and Drug Administration has accused Arsenault of allegedly not taking ""the legally required precautions to prevent","2012-02-13"
"STYLE & BEAUTY","What The Stylelist Staff Bought This Weekend: February 11th-12th (PHOTOS)","Jada Wong","https://www.huffingtonpost.com/entry/what-the-stylelist-staff-bought_us_5b9b5229e4b03a1dcc7699f7","On the weekends, we Stylelist editors practice what we preach, which entails scouring flea markets, shopping online and occasionally","2012-02-13"
"FOOD & DRINK","5 Cocktails for Your Valentine","Food52, Contributor\nfood52.com","https://www.huffingtonpost.com/entry/5-cocktails-for-your-vale_us_5b9b5236e4b03a1dcc769aca","Need a little last-minute romance to add to your Valentine's Day? Look no further. Treat your Valentine to an artfully-made cocktail before or after a night out.","2012-02-13"
"FOOD & DRINK","Valentine's Day Cake Pops","Honest Cooking, Contributor\nwww.honestcooking.com","https://www.huffingtonpost.com/entry/cake-pops_us_5b9b4e8ae4b03a1dcc76846a","These heart-shaped cake pops are the perfect treat for your Valentine.  They also make a fun Valentine's Day project for your kids.","2012-02-13"
"STYLE & BEAUTY","Patti Smith Just Sang Her Heart Out to Us in Manhattan","Vicky Tiel, Contributor\nDesigner/Author","https://www.huffingtonpost.com/entry/patti-smith-just-sang-her_us_5b9b4edee4b03a1dcc7686d4","How did she know that song was Richard and Elizabeth's personal love song? I went into shock. It was from the film The Sandpiper the film where I met Elizabeth, met my husband Ron Berkeley. It was the film where it all started for me in Paris in 1964.","2012-02-13"
"STYLE & BEAUTY","Mercedes Benz Fashion Week: The Work of Interior Designer Wesley Cadle","Hayley Griffith, Contributor\nSocial Media and Communications Professional, Director of Grif...","https://www.huffingtonpost.com/entry/mercedes-benz-fashion-wee_us_5b9b51aae4b03a1dcc769660","Inspired by Pucci's geometric patterns and Chanel's florals, Cadle has created an environment and aesthetic inside the Star Lounge to make people feel right at home. Decorated with cucumber greens, pops of pink, light grays and soft blacks, his pallet is serene and welcoming.","2012-02-13"
"STYLE & BEAUTY","NYFW: Nicole Miller Fall 2012 From the Haight to the Runway","Mary C. Hall, Contributor\n Blogger, The Recessionista","https://www.huffingtonpost.com/entry/nyfw-nicole-miller-fall-2_us_5b9b51abe4b03a1dcc769689","The rest of the collection was bell bottoms, floral mini-dresses and jackets trimmed with fur or fringe.  Looking at the prints and styles, I couldn't help but wonder if Ms. Miller had been inspired by Los Angeles designer Holly Harp.","2012-02-13"
"STYLE & BEAUTY","Nicki Minaj Grammy Dress 2012: Red Versace Cape & 'Pope' Date (PHOTOS)","Jessica Misener","https://www.huffingtonpost.com/entry/nicki-minaj-grammy-dress-2012_us_5b9b51bfe4b03a1dcc769711","Nicki Minaj immediately turned heads at the Grammys on Sunday night when she stepped onto the red carpet looking like she'd","2012-02-13"
"WEDDINGS","Empire State Building Weddings: Colin Cowie Plans Dream Weddings For Four Couples (VIDEO)","Stephanie Hallett","https://www.huffingtonpost.com/entry/empire-state-building-wedding_us_5b9b51bfe4b03a1dcc76971f","HuffPost Weddings spoke to the contest winners to learn more about their love stories, and find out why they wanted to celebrate","2012-02-13"
